id,comments,label,sentiment
285,Ürün çok güzel kumaşı felan harika spor duruyor,,Positive
286,Ürünü eşime almıştım bende giyiyorum onunla beraber kalitesi felan çok güzel güzel almanızı tavsiye ederim,,Positive
287,Boy 181 kilo 72 arkadaşlar xl alın L almayın  ürün gayet güzel kalite ürün yapmışlar,,Neutral
288,eşime aldım çok beğendi,,Neutral
289,ürünün kumaşı gayet güzel normalde L beden giyiniyorum ama satıcı ile iletişime geçtim ve XL önerdi tam bedenime göre oldu teşekkür ederim,,Positive
290,boy 173. kilo 80 xl aldim eşime hediye olarak eşim çok beğendi ve tam oldu. Normalde L beden giyor satıcı 1 beden büyük önermişti. iyi ki de 1 beden buyuk aldim tam oldu.,,Positive
291,Gayet güzel eşime aldım tam oldu,,Positive
292,Ürün kaliteli ve duruşu çok güzel eşime aldım çok beğendi,,Positive
293,Beklediğimden güzel bi kumaş hissi mükemmel tam beden alabilirsiniz,,Positive
294,cooook güzel benim boy 178 kilo 85 xl aldım gercekten süper oldu,,Positive
295,Fen bir ürün Deil  Bana Küçük Olduğu için İade Ettim Bir Büyük bedenide Yok malesef,,Neutral
296,göründüğü gibi geldi tam beden alın eşim çok memnun kaldı,,Positive
297,Kaliteli bir ürün,,Positive
298,eşim için aldim alırken 1 beden büyük aldim. anca oldu cok güzel tam mevsimlik,,Positive
299,Mevsimlik Mont kaliteli.,,Positive
300,Ürün gayet güzel ve kullanışlı,,Positive
301,ürün çok güzel biz çok beğendik tesekurler,,Positive
302,Tam beklediğim gibiydi kendi bedeninizi almayı oneririm cok hizli elimise ulaştı,,Neutral
303,Eşime aldım çok güzel harika durdu tam kalıp alın,,Positive
304,On numara,,Neutral
305,"ürün çok ince,normalde M beden giyiniyorum,L beden aldım yine de dar geldi, sipariş verecekseniz kendinizden iki beden büyük almanızı tavsiye ederim.",,Positive
306,Şık ve güzel duruyor,,Positive
307,Kaliteli ürün,,Positive
308,kargo ve paketleme çok iyiydi  teşekürler,,Positive
309,Babama aldım tam ilkbaharlık tavsiye ederim,,Positive
310,Tavsiye edilebilecek bir ürün,,Neutral
311,ürün orijinal memnun kaldım bir tane daha sipariş etim teşekkürler terndyol ellerinize sağlık çok güzel bir tane daha sipariş etim teşekkürler terndyol ellerinize sağlık,,Positive
312,ürünü beyendim gayet güzel,,Positive
313,oğlum için aldım çok severek giyiyor,,Positive
314,tam beklediğim gibi güzel,,Positive
315,kaliteli ürün,,Positive
316,kardeşim için aldım çok beğendik güzel,,Positive
317,Esim icin aldim guzeldir,,Neutral
318,şık duruyor ama ince baharlik,,Positive
319,Ürün bu fiyata hem kaliteli hem hesaplı,,Positive
320,Harika bir ürün. Herkese tavsiye ederim,,Positive
321,Fiyata göre gayet güzel ,,Positive
322,esme supriz yaptım çok beğendi kalıp tam oldu bedenine göre mevsimlik kulnisli güvenilir kalite ,,Neutral
323,Babama aldım güzeldi kaliteli,,Positive
324,oğlum için aldım kaliteli  ve şık,,Positive
325,Çok kaliteli bişey beklemeyin,,Positive
326,Göründüğü gibi bu fiyata ,,Neutral
327,hak ettiği fiyatın çok çok üstünde,,Neutral
328,ürün gerçekten çok güzel bı ürün babama hediye aldım çok beğendi,,Positive
329,ürün beklediğimden güzel geldi,,Positive
330,Harika.. Çok beğendim!..,,Positive
331,Değerlendirme sayısı düşük olduğu için tereddüt etmiştim ama üründen çok memnun kaldık. Öncelikle her ürün kendi orijinal kutusunda garanti belgeleri ile birlikte geldi. Tek bir paket şeklinde tamamen sağlam olarak elime ulaştı. Ben aldıktan sonra indirime girdi fakat oğlum o kadar heyecanla bekliyordu ve o kadar beğendi ki iade edip yeniden sipari,,Neutral
332,"Fiyat performans ürünü olduğu için beklentimi çok yüksek tutmadım, bu yüzden beklentilerimin fazlasını karşılayan bi bilgisayar. Gta 5 PUBG mobil gibi oyunlar sıkıntısız oynatıyor. Gece 1’de sipariş verdim, sabah 11’de kargoya verildi ve ertesi gün 11’de elime ulaştı. Driverları vs kurulu halde geliyor, size sadece kurup çalıştırmak kalıyor. Tavsiy",,Positive
333,ürünüm elime sorunsuz ulaştı paketleme harika oğlum için almıştık çok beğendik tavsiye ederim çok teşekkür ederim ,,Positive
334,yiğenlerim için aldım kargosu hızlı ve çok güzel şekilde paketlenmiş olması beni çok mutlu etti bilgisayarda bayağı iyi teslimden sonra arayıp iletişime geçilmesi beni mutlu etti alacaklar için öneririm iyi gunler,,Positive
335,paketlemesi gayet güzeldi 2 gün içinde elime ulaştı gayet güzel bi ürün performansı fiyatına göre gayet iyi,,Positive
336,"ürün çok güzel oğluma aldım, çok memnun kaldık beklentimizi fazlasıyla karşıladı paketleme çok güzeldi hasarsız elimize ulaştı.Fotoğrafta görünen tüm parçaları eksiksiz geldi,Satıcı çok ilgili çok teşekkür ediyoruz",,Positive
337,Kizlarima karne hediyesi olarak aldim performansi fiyatina gore gayet iyi paketleme cok güzel birsekilde geldi... tavsiye ediyorum magazamiza teşekkür ediyorum..,,Positive
338,"oğluma aldım cok memnun kaldık. hızlı kargo ve güzel paketlenmesi çok hoşuma gitti. bende başlarda cok tereddüt ettim araştırdım. arkadaşlarıma sordum.bilgisayarla uğraşan tanidiklara sordum ama hepside tam olarak beni tatmin edici seyler söylemedi.buradaki yorumlarin çoğunu okudum ve almaya karar verdim.iyiki almışım cok memnunum, herkese tavsiye",,Positive
339,Kuzenim için almıştım gayet memnun kullanıyor. Herhangi bir sorun yaşamadık. Tam bir fiyat performans ürünü,,Positive
340,"çok güzel bir ürün ,oğlum hemen oyun yükledi oynama başladı, çok güzel bir şekilde kutlanmış hasarsız olarak geldi",,Positive
341,Oğluma karne hediyesi olarak aldık.Paketleme biraz daha iyi yapılabilirdi. . Şipariş verdikten 3 gün sonra  elimize ulaştı. Kargo geldikten birkaç saat sonra Oktay Bey aradı . Ertesi gün tekrar aradı memnuniyetimiz  ile ilgili bigi aldı. İlgisinden dolayı kendisine ve City Bilişime teşekkür ediyoruz.Tavsiye ediyorum.,,Positive
342,Çocuklara karne hediyesi olarak aldım gerçekten çok memnun kaldık. Ürün gerçekten ihtiyacı fazlasıyla karşılıyor. Çok iyi paketlenmişti ve 2 günde elime ulaştı. Kurulumu da oldukça basit çocuklarla eğlenerek kurduk. Bu arada satıcı da çok ilgiliydi. Araştıranlara bu ürünü bu satıcıdan tavsiye ederim.,,Positive
343,Kızımın karne hediyesi çok mutlu oldu sorunsuz teslim aldık teşekkür ederiz,,Neutral
344,City bilişim çok teşekkür ediyorum ürün süper paketleme süper 5 yıldız üzerinden 5 yıldız veriyorum . City bilişim tavsiye ediyorum.,,Positive
345,"gayet Güzel paketleme çok iyi hızlı geldi ,2 günde elime ulaştı çok teşekkür ederim baya iyi bilgisayar",,Positive
346,bu fiyata beklentilerinizi çok çok karşılayacak bir ürün. kardeşim için almıştık ve gayet de memnun kaldık. elimize çabuk ulaştı ve iyi bir şekilde paketlenmişti herhangi bir sorun yaşamadık kurulumu da kolaydı. gönül rahatlığıyla alabileceğiniz bir ürün. sonrasında arayıp bizimle iletişime geçmeleri de çok hoşumuza gitti açıkçası.,,Positive
347,ürünü oğlum için aldım çok kısa sürede elime ulaştı  üründe hiç bi sıkıntı yoktu paketlemeside iyiydi kurulumu çok kolay olup fazlasıyla beklentimizi karşıladı ayrıca satıcının arayıp ilgilemeside ayrı bi incelikti gönülden tavsiye ederim,,Positive
348,Çok hızlı elime gecti.. herşey icin cok teşekkürler gayet memnun kaldım üründen. Oğlum icin aldım başlangıc oyunları icin gayet yeterli herkese tavsiye ederim,,Positive
349,aşırı iyi paketleme çok dikkatli yapılmış çok beğendim teşekkürler,,Positive
350,almayı düşünenler tereddüt etmeden alın derim paketleme çok iyi sorunsuz çalışıyor oğluma  aldım çok memnun,,Positive
351,ürünü aldım paketlemesi çok özenli ve güzeldi sapa sağlam geldi ayrıca bilgisayardan beklentiminde uzerinde bir performansi var gta ve birçok oyunu oynadım teşekkür ederim ilgi alaka içinde,,Positive
352,ürün çok iyi hiç bir sorun yaşamadım çok beğendim.,,Positive
353,ürün çok iyi oğlum için aldım kargo çok hızlı geldi paketlrmeside çok iyidi 2 gün oldu ve sorunsuz çalışıyor herkese tavsiye ederim,,Positive
354,"Oğlum için aldık, iki gün içinde elimize sorunsuz ve özenli bir şekilde ulaştı, kullanıma hazır bir şekilde kablolarını takıp kullanmaya başladık, özenli ve hızlı hizmet için teşekkür ediyoruz, düşünmeden alabilirsiniz",,Positive
355,Ürün cok güzel paketlenmiş ve kaliteli bir sekilde geldi ve teslim aldım.Ürün cok iyi herkese tavsiye ederim.Satıcı kişide cok ilgili.Tşk ederim.Serkan Yıldırım,,Positive
356,Ürün kesinlikle çok güzel kardeşim icin aldım hiç sorunsuz kullanıyor. Satıcıyada gösterdikleri ilgiden dolayı teşekkür ediyorum,,Positive
357,Tereddut edip almistim ama cok guzel hizli kasmiyor fps cok iyi kargoda cabuk geldi 3 aydir da kullaniyorum cok memnunum,,Positive
358,"Oğluma karne hediyesi olarak aldık, gayet başarılı bir ürün. Cuma günü sipariş verdik, cumartesi günü kargoya verildi. Paketlenmesi iyiydi, kargo sürecinde de sorun yaşamadık.  City Bilişim tarafından aranıp memnuniyetimizi sormaları da ayrı bir incelik. Teşekkürler.",,Positive
359,Ürünü alırken tereddüt etmiştim ama gelince içşm rahatladı çok güzel bir ürün kargo bile 3 gün içinde ulaştı satıcının ilgisine de teşekkür ederim arayıp ilgilendiler sağolsunlar alacak arkadaşlar a tavsiye ederim,,Positive
360,Ürün çok güzel  l tavsiye ederim,,Positive
361,Ürün aynen belirtilen özelliklerde elime ulaşti.Kargolamadan ve ürünün kalitesinden çok memnun oldum.Bu ürünü hiç tereddut etmeden gönül rahatligiyla sipariş edebilirsiniz.Oğlum icin almistim çok sevindi. Ayrica saticinin ürün elime ulasinca beni arayip sormasi ve iletisim numarasi vermesi cok hosuma gitti. Her sey icin tesekkurler.,,Positive
362,çocuklara aldım umduğumdan daha iyi çıktı ekstradan ekran kartını yükselttim hızlı ve çok ilgiliydiler çok teşekkür ederim City bilişime,,Positive
363,Gerçekten ürüne tam anlamıyla mükemmel ilk başta tereddütte kalarak almıştım ama iyi almışım kardeşimin doğum günü için almıştık çok beğendi dışardaki piyasa fiyatına göre aşırı uygun ayriyetten satıcıya çok teşekkür ederim aşırı ilgi insanlar paketleme harikaydi sapa sağlam geldi tekrardan çok teşekkür ederim herkeze tavsiye ederim,,Positive
364,Paketlemesi çok güzeldi fiyata göre ürün çok güzel çok memnun kaldık teşekkür ederiz,,Positive
365,Ofis için almıştım çok memnun kaldım gayet güzel geldi her şey kutusunda 1 gün içerisinde elime ulaştı,,Positive
366,ürünü aldığıma memnunum... paketlemesi gerçekten güzeldi... sağlam ve güvenilir bir şekilde geldi... teşekkürler...,,Positive
367,Mükemmel sorunsuz bir şekilde geldi valorant gibi oyunları sorunsuz kasmadan donmadan oynayabilirsiniz hiç düşünmeden direkt alın aşırı iyi MÜKEMMEL AŞIRI İYİİİİİİ,,Positive
368,Oğlum için aldım çok beğendin teşekkürler,,Positive
369,oğlum için almıştım ürün gayet güzel sorunsuz geldi,,Positive
370,çokkk tavsiye ederim harika bir ilgi alaka efendim o derce yani iki üründe sıkıntılar oldu iletişime  geçtik ve hemen yenisini yolladılar Allah bol kazançlar nasip etsin inşallah.,,Positive
371,Ürün harika sorunsuz çalışıyor.,,Positive
372,ürün paketlenmesi gayet iyiydi tüm parçalar eksiksiz geldi ürünlerin hepside fiyatına göre gayet iyi firma da ürünlerinin arkasında teşekkür ederiz.,,Positive
373,kardeşime aldım gayet güzel paket içeriğinde ne geldiyse hepsi çalışıyor ...bilgisayar fiyatına göre iyi çok çok iyi birşey bekliyorsan fiyatı ona göre yükseltmen lazım,,Positive
374,"Ogluma hediye olarak aldim,sorunsuz bi sekilde elime ulasti.satici cok ilgiliydi ve urun guzel bi sekilde paketlenmisti,tamamen fiyatini hakkeden bi bilgisayar tavsiye ederim herkese",,Positive
375,"Ürün gerçekten  beklediğimizden güzel geldi,her ürün kendi özel kutusunda itinayla paketlenmiş bir şekildeydi… Alınması yönünde tüm müşterilere de tavsiye ediyorum. Bol kazançlar dilerim. Yeğenim bayıldı ",,Positive
376,Oğluma karne hediyesi aldım çok beğendik uygun fiyata süper paket sorunsuz hiçbir sıkıntı yok kurulumu yapılmış geldi çok teşekkür ederiz,,Positive
377,"Tam bir performans ürünü,güncel tüm oyunları oynayabilirsiniz. güvenle tavsiye ederim. ilgili, ürününün arkasında duran düşünceli bir satıcı.",,Positive
378,Ürünün hepsi düzgün paketlenmiş şekilde ve hızlı geldi. Ayrıca çok ilgililer tavsiye edilir.,,Positive
379,ürün özenle paketlenmis cok güzeldi oglum icin aldim kendim kaklmiyorum basindan tsk ler emegi gecenlere 5 yildiz az 10 yildiz sart bu ürünu iyi satislar,,Positive
380,torunum için aldım kargosu hızlı ve güzel paketlenmiş bilgisayar gayet iyi teslim edildikten sonra iletişime geçilmesi çok güzel alacak olanlar tereddüt etmeden alabilir,,Positive
381,"iy günler  öncesinden herkeşe sağlıklı günler dilerim !  trend yola ve bu bilgisayar satıcı firmaya teşekkür ederim  ! aldığım ürün harika çıktı , bilgisayar çok hızlı performansı mükemmel, oyunları oynamak çok zevkli ( oğluma aldım ama kendimde oynuyorum) gönül rahatlığıyla tavsiye ederim bu fiyata  çok güzel bir üründür!!!!",,Positive
382,Almayı düşünenler kesinlikle almasınlar 2 ay sonra bozuluyor ve garanti ilgilenmiyor kapsam dışı olduğunu söyleyerek kendiniz yaptırmak zorunda kalıyorsunuz,,Negative
383,Çok güzel emeğinize sağlık paketleme ürün hiçbir zarar görmeden elime ulaştı çok teşekkür ediyorum,,Positive
384,güvenilir bir mağaza öncesinde kızmıştım biraz ama gönlümüzü hemen aldılar çok teşekkür ederim ayrıca  hediyeniz için,,Positive
385,Ürün alırken tereddüt etmiştim acaba nasıl gelir diye ama ürün tek kelimeylen harika herkese tavsiye ederim göründüğü gibi paketlenmeside çok güzel özenle paketlenmiş göndericimize çok teşekkür ederim beş yıldız ,,Positive
386,sipariş tam zamanlamada geldi paketlenmesi çok iyi korunakliydi isiklandirmalari hızı çok iyi  üründen çok memnunuz çok tesekkurler,,Positive
387,paketleme güzel    ilgili bir satıcı,,Positive
388,çocuk için aldım. gayet başarılı ve söylenen herşey kutuda,,Positive
389,Teşekkürler paketleme gayet güzel ,,Positive
390,Ürünü çok güzel paketlemişler di ve çok ilgili bir firma her konuda yardımcı oluyorlar bilgisayar da fiyatına göre gayet başarılı tavsiye ediyoruz,,Positive
391,"Birlikte Al,34.01 TL Daha Az Öde",,Neutral
392,New Well Ton Eşitleyici yüksek Koruma Etkili Spf50+ Aydınlatıcı Pembe Yüz Güneş Kremi 50 Ml,,Neutral
393,Duo Orjinal Siyah Takma Kirpik Yapıştırıcısı Fırçalı 5 Gr,,Neutral
394,Harika bir ürün iki haftadır kullanıyorum yüzüme ilk sürdüğüm anda cildim Işıl ışıl parlıyor yumuşacık pürüzsüz gerçekten on numara stok yapılması gereken bir güneş kremi alın aldırın çok memnun kalırsınız ,,Positive
395,bayıldim ya cildimi harika yaptı stok yapmak istiyorum birdaha indirim gelsin lütfen,,Positive
396,"çok beğendim iyi nemlendiriyor ve cilde parlaklık veriyor, stoklanacak bir ürün",,Positive
397,ürün elime çabuk ulaştı ve sorunsuz geldi güneş kremini sürdüm yani ilk etapta memnun oldum çünkü yüzüme sürdüğüm de hiçbir şey yok gibi görünüyor ve aydınlık hisi de veriyor çok renk veriyor diyemem ama yani olması gerektiği gibi indirimde yakalayıp iki tane istemiştim indirime girse ine stok yaparım bence alın aldırın,,Positive
398,Daha önce bir kez alıp kullandım. O kadar memnunum ki şimdi de 2 tane alıp stok yaptım. Cilt tonunu aşırı güzel eşitliyor. Nemlendiyor ve ışıl ışıl parlatıyor. Parlak canlı güneş kremi sevenler üçer beşer alsın.,,Positive
399,"Cevap:  Merhaba, uygundur. Pütürtü bırakmaz.",,Neutral
400,Bu kokunun hastasıyım günlük kullandığım için stok yapıyorum,,Neutral
401,Bu parfüm sürekli kullandığım parfüm zaten stoklamak içn aldım bu fiyata böyle bit parfüm bulmak aşırı zor tester parfümler için de teşekkürler.,,Positive
